Reception rate,Distance,Transmission,Reception
100.0,4.934256,63,63
100.0,4.85921,64,64
100.0,4.953017,65,65
100.0,4.953017,66,66
100.0,4.953017,67,67
100.0,4.877971,68,68
100.0,4.915494,69,69
100.0,4.934256,70,70
100.0,4.915494,71,71
100.0,4.99054,72,72
100.0,4.934256,73,73
100.0,5.009301,74,74
100.0,4.971778,75,75
100.0,4.934256,76,76
100.0,4.934256,77,77
100.0,4.953017,78,78
100.0,4.99054,79,79
100.0,4.915494,80,80
100.0,4.915494,81,81
100.0,4.896733,82,82
100.0,4.896733,83,83
100.0,4.915494,84,84
100.0,4.896733,85,85
100.0,4.953017,86,86
100.0,4.953017,87,87
100.0,4.934256,88,88
100.0,4.877971,89,89
100.0,4.915494,90,90
100.0,4.99054,91,91
100.0,5.028062,92,92
100.0,4.934256,93,93
100.0,4.934256,94,94
100.0,4.934256,95,95
100.0,4.953017,96,96
100.0,4.953017,97,97
100.0,4.915494,98,98
100.0,4.953017,99,99
100.0,4.877971,100,100
100.0,4.953017,101,101
100.0,4.877971,102,102
100.0,4.934256,103,103
100.0,4.971778,104,104
100.0,4.971778,105,105
100.0,4.934256,106,106
100.0,4.971778,107,107
100.0,4.953017,108,108
100.0,4.934256,109,109
100.0,4.934256,110,110
100.0,4.953017,111,111
100.0,4.934256,112,112
100.0,4.953017,113,113
100.0,4.953017,114,114
100.0,4.934256,115,115
100.0,4.953017,116,116
100.0,4.934256,117,117
100.0,4.99054,118,118
100.0,4.896733,119,119
100.0,4.840448,120,120
100.0,4.915494,121,121
100.0,4.934256,122,122
100.0,4.934256,123,123
100.0,4.971778,124,124
100.0,4.953017,125,125
100.0,4.915494,126,126
100.0,4.877971,127,127
100.0,4.915494,128,128
100.0,4.896733,129,129
100.0,4.934256,130,130
100.0,4.896733,131,131
100.0,4.915494,132,132
100.0,4.934256,133,133
100.0,4.915494,134,134
100.0,4.99054,135,135
100.0,4.896733,136,136
100.0,4.971778,137,137
100.0,4.953017,138,138
100.0,4.934256,139,139
100.0,4.99054,140,140
100.0,4.934256,141,141
100.0,4.99054,142,142
100.0,4.934256,143,143
100.0,4.915494,144,144
100.0,4.915494,145,145
100.0,4.896733,146,146
100.0,4.934256,147,147
100.0,4.953017,148,148
100.0,4.85921,149,149
100.0,4.953017,150,150
100.0,4.934256,151,151
100.0,4.915494,152,152
100.0,4.934256,153,153
100.0,4.953017,154,154
100.0,4.896733,155,155
100.0,4.953017,156,156
100.0,4.934256,157,157
100.0,4.934256,158,158
100.0,4.915494,159,159
100.0,4.934256,160,160
100.0,4.896733,161,161
100.0,4.971778,162,162
100.0,4.971778,163,163
100.0,4.915494,164,164
100.0,4.971778,165,165
100.0,4.896733,166,166
100.0,4.896733,167,167
100.0,4.971778,168,168
100.0,4.953017,169,169
100.0,5.009301,170,170
100.0,4.915494,171,171
100.0,4.971778,172,172
100.0,4.934256,173,173
100.0,5.009301,174,174
100.0,4.915494,175,175
100.0,4.971778,176,176
100.0,4.915494,177,177
100.0,4.915494,178,178
100.0,4.877971,179,179
100.0,4.896733,180,180
100.0,4.915494,181,181
100.0,4.896733,182,182
100.0,4.953017,183,183
100.0,4.934256,184,184
100.0,4.934256,185,185
100.0,4.877971,186,186
100.0,4.953017,187,187
100.0,4.915494,188,188
100.0,4.896733,189,189
100.0,4.896733,190,190
100.0,4.934256,191,191
100.0,4.840448,192,192
100.0,4.915494,193,193
100.0,4.953017,194,194
100.0,4.934256,195,195
100.0,4.896733,196,196
100.0,4.934256,197,197
100.0,4.934256,198,198
100.0,4.971778,199,199
100.0,4.915494,200,200
100.0,4.934256,201,201
100.0,4.896733,202,202
100.0,4.934256,203,203
100.0,4.934256,204,204
100.0,4.934256,205,205
100.0,4.971778,206,206
100.0,4.934256,207,207
100.0,4.934256,208,208
100.0,4.915494,209,209
100.0,4.934256,210,210
100.0,4.953017,211,211
100.0,4.896733,212,212
100.0,4.915494,213,213
100.0,4.953017,214,214
100.0,4.896733,215,215
100.0,4.877971,216,216
100.0,4.953017,217,217
100.0,4.934256,218,218
100.0,4.953017,219,219
100.0,4.953017,220,220
100.0,4.953017,221,221
100.0,4.934256,222,222
100.0,4.896733,223,223
100.0,4.934256,224,224
100.0,4.953017,225,225
100.0,4.915494,226,226
100.0,4.971778,227,227
100.0,5.009301,228,228
100.0,4.915494,229,229
100.0,4.953017,230,230
100.0,4.896733,231,231
100.0,4.971778,232,232
100.0,4.934256,233,233
100.0,4.953017,234,234
100.0,4.934256,235,235
100.0,4.896733,236,236
100.0,4.896733,237,237
100.0,4.934256,238,238
100.0,4.953017,239,239
100.0,4.953017,240,240
100.0,4.896733,241,241
100.0,4.99054,242,242
100.0,4.934256,243,243
100.0,4.877971,244,244
100.0,4.915494,245,245
100.0,4.971778,246,246
100.0,4.99054,247,247
100.0,4.934256,248,248
100.0,4.915494,249,249
100.0,4.934256,250,250
100.0,4.934256,251,251
100.0,4.934256,252,252
100.0,4.915494,253,253
100.0,4.934256,254,254
100.0,4.915494,255,255
100.0,4.953017,256,256
100.0,4.915494,257,257
100.0,4.934256,258,258
100.0,4.934256,259,259
100.0,4.934256,260,260
100.0,4.877971,261,261
