Reception rate,Distance,Transmission,Reception
100.0,1.388346,178,178
100.0,1.425869,179,179
100.0,1.425869,180,180
100.0,1.425869,181,181
100.0,1.44463,182,182
100.0,1.407107,183,183
100.0,1.369584,184,184
100.0,1.407107,185,185
100.0,1.388346,186,186
100.0,1.44463,187,187
100.0,1.407107,188,188
100.0,1.425869,189,189
100.0,1.44463,190,190
100.0,1.407107,191,191
100.0,1.388346,192,192
100.0,1.44463,193,193
100.0,1.350823,194,194
100.0,1.407107,195,195
100.0,1.425869,196,196
100.0,1.407107,197,197
100.0,1.425869,198,198
100.0,1.369584,199,199
100.0,1.407107,200,200
100.0,1.425869,201,201
100.0,1.388346,202,202
100.0,1.407107,203,203
100.0,1.425869,204,204
100.0,1.425869,205,205
100.0,1.44463,206,206
100.0,1.369584,207,207
100.0,1.388346,208,208
100.0,1.44463,209,209
100.0,1.388346,210,210
100.0,1.407107,211,211
100.0,1.388346,212,212
100.0,1.407107,213,213
100.0,1.388346,214,214
100.0,1.407107,215,215
100.0,1.463391,216,216
100.0,1.388346,217,217
100.0,1.407107,218,218
100.0,1.407107,219,219
100.0,1.44463,220,220
100.0,1.44463,221,221
100.0,1.44463,222,222
100.0,1.425869,223,223
100.0,1.407107,224,224
100.0,1.388346,225,225
100.0,1.407107,226,226
100.0,1.407107,227,227
100.0,1.388346,228,228
100.0,1.407107,229,229
100.0,1.425869,230,230
100.0,1.407107,231,231
100.0,1.388346,232,232
100.0,1.463391,233,233
100.0,1.44463,234,234
100.0,1.425869,235,235
100.0,1.425869,236,236
100.0,1.425869,237,237
100.0,1.463391,238,238
100.0,1.407107,239,239
100.0,1.369584,240,240
100.0,1.425869,241,241
100.0,1.425869,242,242
100.0,1.44463,243,243
100.0,1.44463,244,244
100.0,1.407107,245,245
100.0,1.369584,246,246
100.0,1.388346,247,247
100.0,1.407107,248,248
100.0,1.425869,249,249
100.0,1.350823,250,250
100.0,1.44463,251,251
100.0,1.369584,252,252
100.0,1.407107,253,253
100.0,1.407107,254,254
100.0,1.388346,255,255
100.0,1.425869,256,256
100.0,1.407107,257,257
100.0,1.407107,258,258
100.0,1.44463,259,259
100.0,1.425869,260,260
100.0,1.407107,261,261
100.0,1.369584,262,262
100.0,1.44463,263,263
100.0,1.425869,264,264
100.0,1.407107,265,265
100.0,1.388346,266,266
100.0,1.482153,267,267
100.0,1.407107,268,268
100.0,1.369584,269,269
100.0,1.388346,270,270
100.0,1.350823,271,271
100.0,1.463391,272,272
100.0,1.425869,273,273
100.0,1.44463,274,274
100.0,1.463391,275,275
100.0,1.425869,276,276
100.0,1.425869,277,277
100.0,1.388346,278,278
100.0,1.425869,279,279
100.0,1.425869,280,280
100.0,1.425869,281,281
100.0,1.407107,282,282
100.0,1.44463,283,283
100.0,1.425869,284,284
100.0,1.407107,285,285
100.0,1.388346,286,286
100.0,1.407107,287,287
100.0,1.463391,288,288
100.0,1.350823,289,289
100.0,1.388346,290,290
100.0,1.425869,291,291
100.0,1.388346,292,292
100.0,1.388346,293,293
100.0,1.369584,294,294
100.0,1.407107,295,295
100.0,1.425869,296,296
100.0,1.388346,297,297
100.0,1.407107,298,298
100.0,1.407107,299,299
100.0,1.369584,300,300
100.0,1.407107,301,301
100.0,1.388346,302,302
100.0,1.407107,303,303
100.0,1.369584,304,304
100.0,1.407107,305,305
100.0,1.388346,306,306
100.0,1.388346,307,307
100.0,1.44463,308,308
100.0,1.463391,309,309
100.0,1.369584,310,310
100.0,1.388346,311,311
100.0,1.44463,312,312
100.0,1.388346,313,313
100.0,1.407107,314,314
100.0,1.407107,315,315
100.0,1.388346,316,316
100.0,1.44463,317,317
100.0,1.425869,318,318
100.0,1.44463,319,319
100.0,1.407107,320,320
100.0,1.388346,321,321
100.0,1.369584,322,322
100.0,1.369584,323,323
100.0,1.500914,324,324
100.0,1.44463,325,325
100.0,1.44463,326,326
100.0,1.44463,327,327
100.0,1.369584,328,328
100.0,1.44463,329,329
100.0,1.407107,330,330
100.0,1.388346,331,331
100.0,1.407107,332,332
100.0,1.425869,333,333
100.0,1.388346,334,334
100.0,1.425869,335,335
100.0,1.407107,336,336
100.0,1.388346,337,337
100.0,1.44463,338,338
100.0,1.407107,339,339
100.0,1.388346,340,340
100.0,1.407107,341,341
100.0,1.388346,342,342
100.0,1.407107,343,343
100.0,1.388346,344,344
100.0,1.44463,345,345
100.0,1.407107,346,346
100.0,1.388346,347,347
100.0,1.425869,348,348
100.0,1.463391,349,349
100.0,1.388346,350,350
100.0,1.369584,351,351
100.0,1.407107,352,352
100.0,1.425869,353,353
100.0,1.369584,354,354
100.0,1.407107,355,355
100.0,1.407107,356,356
100.0,1.369584,357,357
100.0,1.369584,358,358
100.0,1.44463,359,359
100.0,1.388346,360,360
100.0,1.44463,361,361
100.0,1.407107,362,362
100.0,1.369584,363,363
100.0,1.407107,364,364
100.0,1.388346,365,365
100.0,1.388346,366,366
100.0,1.388346,367,367
100.0,1.425869,368,368
100.0,1.463391,369,369
100.0,1.407107,370,370
100.0,1.463391,371,371
100.0,1.463391,372,372
100.0,1.369584,373,373
100.0,1.407107,374,374
100.0,1.350823,375,375
100.0,1.369584,376,376
