Reception rate,Distance,Transmission,Reception
99.75,0.796741,401,400
99.750625,0.815503,402,401
99.751243,0.815503,403,402
99.751861,0.740457,404,403
99.752471,0.796741,405,404
99.753089,0.759219,406,405
99.753692,0.815503,407,406
99.754295,0.759219,408,407
99.754898,0.77798,409,408
99.7555,0.815503,410,409
99.756095,0.759219,411,410
99.756691,0.815503,412,411
99.757286,0.740457,413,412
99.757865,0.834264,414,413
99.758453,0.759219,415,414
99.759033,0.77798,416,415
99.759613,0.796741,417,416
99.760192,0.796741,418,417
99.760765,0.77798,419,418
99.761337,0.853026,420,419
99.761901,0.796741,421,420
99.762466,0.815503,422,421
99.763038,0.77798,423,422
99.763595,0.740457,424,423
99.764152,0.759219,425,424
99.764701,0.796741,426,425
99.765258,0.796741,427,426
99.765808,0.834264,428,427
99.766357,0.77798,429,428
99.766899,0.702934,430,429
99.76744,0.77798,431,430
99.767982,0.796741,432,431
99.768516,0.77798,433,432
99.769058,0.796741,434,433
99.769584,0.721696,435,434
99.770118,0.796741,436,435
99.770645,0.77798,437,436
99.771163,0.702934,438,437
99.77169,0.77798,439,438
99.772209,0.815503,440,439
99.772727,0.759219,441,440
99.773239,0.759219,442,441
99.77375,0.796741,443,442
99.774261,0.77798,444,443
99.774772,0.815503,445,444
99.775276,0.77798,446,445
99.775787,0.77798,447,446
99.776283,0.77798,448,447
99.776786,0.834264,449,448
99.777282,0.759219,450,449
99.777778,0.815503,451,450
99.778274,0.740457,452,451
99.778762,0.796741,453,452
99.779251,0.77798,454,453
99.779739,0.77798,455,454
99.78022,0.834264,456,455
99.7807,0.759219,457,456
99.781181,0.77798,458,457
99.781662,0.740457,459,458
99.782135,0.77798,460,459
99.782608,0.834264,461,460
99.783081,0.815503,462,461
99.783554,0.815503,463,462
99.784019,0.77798,464,463
99.784484,0.721696,465,464
99.784942,0.796741,466,465
99.785408,0.815503,467,466
99.785865,0.796741,468,467
99.786323,0.77798,469,468
99.786781,0.815503,470,469
99.787231,0.77798,471,470
99.787689,0.740457,472,471
99.788131,0.77798,473,472
99.788581,0.759219,474,473
99.789032,0.796741,475,474
99.789474,0.796741,476,475
99.789917,0.77798,477,476
99.790359,0.759219,478,477
99.790794,0.834264,479,478
99.791229,0.759219,480,479
99.791664,0.796741,481,480
99.792099,0.796741,482,481
99.792526,0.759219,483,482
99.792961,0.759219,484,483
99.793388,0.815503,485,484
99.793815,0.759219,486,485
99.794235,0.759219,487,486
99.794662,0.759219,488,487
99.795082,0.77798,489,488
99.795501,0.815503,490,489
99.795921,0.77798,491,490
99.796333,0.815503,492,491
99.796745,0.759219,493,492
99.797157,0.77798,494,493
99.797569,0.759219,495,494
99.797981,0.796741,496,495
99.798385,0.759219,497,496
99.79879,0.759219,498,497
99.799194,0.77798,499,498
99.799598,0.740457,500,499
99.800003,0.77798,501,500
99.800399,0.815503,502,501
99.800796,0.77798,503,502
99.801193,0.815503,504,503
99.801589,0.796741,505,504
99.801979,0.77798,506,505
99.802368,0.77798,507,506
99.802764,0.796741,508,507
