Reception rate,Distance,Transmission,Reception
100.0,2.5366,312,312
100.0,2.499077,313,313
100.0,2.461554,314,314
100.0,2.517838,315,315
100.0,2.555361,316,316
100.0,2.517838,317,317
100.0,2.499077,318,318
100.0,2.499077,319,319
100.0,2.517838,320,320
100.0,2.461554,321,321
100.0,2.480316,322,322
100.0,2.517838,323,323
100.0,2.5366,324,324
100.0,2.461554,325,325
100.0,2.517838,326,326
100.0,2.480316,327,327
100.0,2.480316,328,328
100.0,2.5366,329,329
100.0,2.517838,330,330
100.0,2.5366,331,331
100.0,2.517838,332,332
100.0,2.5366,333,333
100.0,2.517838,334,334
100.0,2.517838,335,335
100.0,2.5366,336,336
100.0,2.480316,337,337
100.0,2.5366,338,338
100.0,2.461554,339,339
100.0,2.461554,340,340
100.0,2.499077,341,341
100.0,2.517838,342,342
100.0,2.5366,343,343
100.0,2.480316,344,344
100.0,2.5366,345,345
100.0,2.480316,346,346
100.0,2.517838,347,347
100.0,2.480316,348,348
100.0,2.499077,349,349
100.0,2.517838,350,350
100.0,2.5366,351,351
100.0,2.517838,352,352
100.0,2.5366,353,353
100.0,2.517838,354,354
100.0,2.517838,355,355
100.0,2.480316,356,356
100.0,2.555361,357,357
100.0,2.480316,358,358
100.0,2.517838,359,359
100.0,2.480316,360,360
100.0,2.480316,361,361
100.0,2.499077,362,362
100.0,2.499077,363,363
100.0,2.517838,364,364
100.0,2.517838,365,365
100.0,2.499077,366,366
100.0,2.517838,367,367
100.0,2.5366,368,368
100.0,2.517838,369,369
100.0,2.480316,370,370
100.0,2.5366,371,371
100.0,2.555361,372,372
100.0,2.517838,373,373
100.0,2.517838,374,374
100.0,2.517838,375,375
100.0,2.517838,376,376
100.0,2.499077,377,377
100.0,2.517838,378,378
100.0,2.517838,379,379
100.0,2.499077,380,380
100.0,2.5366,381,381
100.0,2.442793,382,382
100.0,2.517838,383,383
100.0,2.5366,384,384
100.0,2.5366,385,385
100.0,2.517838,386,386
100.0,2.555361,387,387
100.0,2.499077,388,388
100.0,2.5366,389,389
100.0,2.517838,390,390
100.0,2.5366,391,391
100.0,2.517838,392,392
100.0,2.517838,393,393
100.0,2.5366,394,394
100.0,2.517838,395,395
100.0,2.517838,396,396
100.0,2.499077,397,397
100.0,2.517838,398,398
100.0,2.5366,399,399
100.0,2.5366,400,400
100.0,2.461554,401,401
100.0,2.499077,402,402
100.0,2.499077,403,403
100.0,2.480316,404,404
100.0,2.517838,405,405
100.0,2.5366,406,406
100.0,2.517838,407,407
100.0,2.517838,408,408
100.0,2.461554,409,409
100.0,2.480316,410,410
100.0,2.499077,411,411
100.0,2.5366,412,412
100.0,2.517838,413,413
100.0,2.5366,414,414
100.0,2.517838,415,415
100.0,2.517838,416,416
100.0,2.499077,417,417
100.0,2.517838,418,418
100.0,2.499077,419,419
100.0,2.5366,420,420
100.0,2.5366,421,421
100.0,2.517838,422,422
100.0,2.499077,423,423
100.0,2.5366,424,424
100.0,2.5366,425,425
100.0,2.499077,426,426
100.0,2.5366,427,427
100.0,2.480316,428,428
100.0,2.517838,429,429
100.0,2.499077,430,430
100.0,2.517838,431,431
100.0,2.517838,432,432
100.0,2.5366,433,433
100.0,2.517838,434,434
100.0,2.517838,435,435
100.0,2.5366,436,436
100.0,2.517838,437,437
100.0,2.499077,438,438
100.0,2.517838,439,439
100.0,2.480316,440,440
100.0,2.499077,441,441
100.0,2.499077,442,442
100.0,2.480316,443,443
100.0,2.5366,444,444
100.0,2.517838,445,445
100.0,2.5366,446,446
100.0,2.499077,447,447
100.0,2.5366,448,448
100.0,2.499077,449,449
100.0,2.499077,450,450
100.0,2.517838,451,451
100.0,2.499077,452,452
100.0,2.517838,453,453
100.0,2.499077,454,454
100.0,2.499077,455,455
100.0,2.5366,456,456
100.0,2.499077,457,457
100.0,2.480316,458,458
100.0,2.499077,459,459
100.0,2.442793,460,460
100.0,2.5366,461,461
100.0,2.499077,462,462
100.0,2.555361,463,463
100.0,2.480316,464,464
100.0,2.5366,465,465
100.0,2.517838,466,466
100.0,2.499077,467,467
100.0,2.517838,468,468
100.0,2.555361,469,469
100.0,2.517838,470,470
100.0,2.499077,471,471
100.0,2.517838,472,472
100.0,2.499077,473,473
100.0,2.461554,474,474
100.0,2.517838,475,475
100.0,2.499077,476,476
100.0,2.499077,477,477
100.0,2.499077,478,478
100.0,2.517838,479,479
100.0,2.517838,480,480
100.0,2.517838,481,481
100.0,2.499077,482,482
100.0,2.5366,483,483
100.0,2.499077,484,484
100.0,2.499077,485,485
100.0,2.5366,486,486
100.0,2.517838,487,487
100.0,2.555361,488,488
100.0,2.499077,489,489
100.0,2.499077,490,490
100.0,2.5366,491,491
100.0,2.499077,492,492
100.0,2.5366,493,493
100.0,2.5366,494,494
100.0,2.499077,495,495
100.0,2.517838,496,496
100.0,2.5366,497,497
100.0,2.517838,498,498
100.0,2.517838,499,499
100.0,2.517838,500,500
100.0,2.499077,501,501
100.0,2.5366,502,502
100.0,2.517838,503,503
100.0,2.517838,504,504
100.0,2.480316,505,505
100.0,2.517838,506,506
100.0,2.5366,507,507
100.0,2.517838,508,508
100.0,2.499077,509,509
100.0,2.5366,510,510
