Reception rate,Distance,Transmission,Reception
100.0,3.15192,232,232
100.0,3.15192,233,233
100.0,3.189443,234,234
100.0,3.226965,235,235
100.0,3.114397,236,236
100.0,3.15192,237,237
100.0,3.170681,238,238
100.0,3.133158,239,239
100.0,3.170681,240,240
100.0,3.226965,241,241
100.0,3.189443,242,242
100.0,3.189443,243,243
100.0,3.095635,244,244
100.0,3.114397,245,245
100.0,3.133158,246,246
100.0,3.133158,247,247
100.0,3.189443,248,248
100.0,3.245727,249,249
100.0,3.095635,250,250
100.0,3.15192,251,251
100.0,3.15192,252,252
100.0,3.208204,253,253
100.0,3.170681,254,254
100.0,3.114397,255,255
100.0,3.133158,256,256
100.0,3.133158,257,257
100.0,3.189443,258,258
100.0,3.133158,259,259
100.0,3.170681,260,260
100.0,3.15192,261,261
100.0,3.170681,262,262
100.0,3.15192,263,263
100.0,3.114397,264,264
100.0,3.15192,265,265
100.0,3.170681,266,266
100.0,3.170681,267,267
100.0,3.170681,268,268
100.0,3.189443,269,269
100.0,3.114397,270,270
100.0,3.170681,271,271
100.0,3.133158,272,272
100.0,3.170681,273,273
100.0,3.170681,274,274
100.0,3.189443,275,275
100.0,3.208204,276,276
100.0,3.226965,277,277
100.0,3.245727,278,278
100.0,3.114397,279,279
100.0,3.170681,280,280
100.0,3.15192,281,281
100.0,3.170681,282,282
100.0,3.15192,283,283
100.0,3.133158,284,284
100.0,3.170681,285,285
100.0,3.114397,286,286
100.0,3.245727,287,287
100.0,3.170681,288,288
100.0,3.170681,289,289
100.0,3.189443,290,290
100.0,3.170681,291,291
100.0,3.189443,292,292
100.0,3.095635,293,293
100.0,3.208204,294,294
100.0,3.133158,295,295
100.0,3.133158,296,296
100.0,3.189443,297,297
100.0,3.133158,298,298
100.0,3.170681,299,299
100.0,3.189443,300,300
100.0,3.189443,301,301
100.0,3.133158,302,302
100.0,3.133158,303,303
100.0,3.189443,304,304
100.0,3.170681,305,305
100.0,3.095635,306,306
100.0,3.133158,307,307
100.0,3.170681,308,308
100.0,3.189443,309,309
100.0,3.133158,310,310
100.0,3.189443,311,311
100.0,3.226965,312,312
100.0,3.189443,313,313
100.0,3.189443,314,314
100.0,3.208204,315,315
100.0,3.189443,316,316
100.0,3.170681,317,317
100.0,3.133158,318,318
100.0,3.208204,319,319
100.0,3.133158,320,320
100.0,3.15192,321,321
100.0,3.133158,322,322
100.0,3.189443,323,323
100.0,3.170681,324,324
100.0,3.133158,325,325
100.0,3.264488,326,326
100.0,3.208204,327,327
100.0,3.226965,328,328
100.0,3.208204,329,329
100.0,3.15192,330,330
100.0,3.245727,331,331
100.0,3.226965,332,332
100.0,3.170681,333,333
100.0,3.133158,334,334
100.0,3.208204,335,335
100.0,3.189443,336,336
100.0,3.208204,337,337
100.0,3.208204,338,338
100.0,3.114397,339,339
100.0,3.133158,340,340
100.0,3.208204,341,341
100.0,3.15192,342,342
100.0,3.095635,343,343
100.0,3.170681,344,344
100.0,3.189443,345,345
100.0,3.133158,346,346
100.0,3.133158,347,347
100.0,3.15192,348,348
100.0,3.226965,349,349
100.0,3.15192,350,350
100.0,3.189443,351,351
100.0,3.189443,352,352
100.0,3.114397,353,353
100.0,3.189443,354,354
100.0,3.170681,355,355
100.0,3.114397,356,356
100.0,3.15192,357,357
100.0,3.15192,358,358
100.0,3.208204,359,359
100.0,3.15192,360,360
100.0,3.170681,361,361
100.0,3.15192,362,362
100.0,3.189443,363,363
100.0,3.114397,364,364
100.0,3.189443,365,365
100.0,3.189443,366,366
100.0,3.170681,367,367
100.0,3.133158,368,368
100.0,3.189443,369,369
100.0,3.170681,370,370
100.0,3.15192,371,371
100.0,3.189443,372,372
100.0,3.170681,373,373
100.0,3.15192,374,374
100.0,3.189443,375,375
100.0,3.170681,376,376
100.0,3.208204,377,377
100.0,3.15192,378,378
100.0,3.133158,379,379
100.0,3.15192,380,380
100.0,3.133158,381,381
100.0,3.245727,382,382
100.0,3.133158,383,383
100.0,3.114397,384,384
100.0,3.189443,385,385
100.0,3.114397,386,386
100.0,3.133158,387,387
100.0,3.133158,388,388
100.0,3.15192,389,389
100.0,3.133158,390,390
100.0,3.170681,391,391
100.0,3.245727,392,392
100.0,3.133158,393,393
100.0,3.15192,394,394
100.0,3.189443,395,395
100.0,3.15192,396,396
100.0,3.226965,397,397
100.0,3.170681,398,398
100.0,3.208204,399,399
100.0,3.208204,400,400
100.0,3.114397,401,401
100.0,3.170681,402,402
100.0,3.114397,403,403
100.0,3.189443,404,404
100.0,3.15192,405,405
100.0,3.170681,406,406
100.0,3.076874,407,407
100.0,3.170681,408,408
100.0,3.15192,409,409
100.0,3.189443,410,410
100.0,3.133158,411,411
100.0,3.15192,412,412
100.0,3.133158,413,413
100.0,3.114397,414,414
100.0,3.15192,415,415
100.0,3.208204,416,416
100.0,3.170681,417,417
100.0,3.170681,418,418
100.0,3.170681,419,419
100.0,3.15192,420,420
100.0,3.170681,421,421
100.0,3.15192,422,422
100.0,3.133158,423,423
100.0,3.208204,424,424
100.0,3.15192,425,425
100.0,3.170681,426,426
100.0,3.15192,427,427
100.0,3.189443,428,428
100.0,3.189443,429,429
100.0,3.170681,430,430
